codbar,neighborhood,district,grid_point,lat,lon,nearest_bike_parking_m,is_underserved
61,EXPOSICIO,EL PLA DEL REAL,0,39.47445572791973,-0.36710157431435725,169.3,False
61,EXPOSICIO,EL PLA DEL REAL,1,39.47445572791973,-0.3636102277121638,34.1,False
61,EXPOSICIO,EL PLA DEL REAL,2,39.47445572791973,-0.3601188811099703,11.1,False
61,EXPOSICIO,EL PLA DEL REAL,3,39.4771506614447,-0.36710157431435725,21.3,False
61,EXPOSICIO,EL PLA DEL REAL,4,39.4771506614447,-0.3636102277121638,2.2,False
61,EXPOSICIO,EL PLA DEL REAL,5,39.4771506614447,-0.3601188811099703,22.0,False
23,LA GRAN VIA,L'EIXAMPLE,0,39.46393803002726,-0.36861768301845405,29.4,False
23,LA GRAN VIA,L'EIXAMPLE,1,39.46393803002726,-0.3651268679768161,43.1,False
23,LA GRAN VIA,L'EIXAMPLE,2,39.46393803002726,-0.36163605293517814,20.3,False
23,LA GRAN VIA,L'EIXAMPLE,3,39.46663296355223,-0.36861768301845405,22.8,False
23,LA GRAN VIA,L'EIXAMPLE,4,39.46663296355223,-0.3651268679768161,60.5,False
23,LA GRAN VIA,L'EIXAMPLE,5,39.46663296355223,-0.36163605293517814,53.9,False
21,RUSSAFA,L'EIXAMPLE,0,39.45597604733924,-0.37949353362783483,163.6,False
21,RUSSAFA,L'EIXAMPLE,1,39.45867098086421,-0.37949353362783483,203.1,False
21,RUSSAFA,L'EIXAMPLE,2,39.45867098086421,-0.3760029369312045,56.0,False
21,RUSSAFA,L'EIXAMPLE,3,39.45867098086421,-0.3725123402345742,24.2,False
21,RUSSAFA,L'EIXAMPLE,4,39.461365914389184,-0.3760029369312045,39.1,False
21,RUSSAFA,L'EIXAMPLE,5,39.461365914389184,-0.3725123402345742,39.1,False
21,RUSSAFA,L'EIXAMPLE,6,39.461365914389184,-0.36902174353794387,34.7,False
21,RUSSAFA,L'EIXAMPLE,7,39.461365914389184,-0.36553114684131355,39.2,False
21,RUSSAFA,L'EIXAMPLE,8,39.464060847914155,-0.3760029369312045,50.3,False
21,RUSSAFA,L'EIXAMPLE,9,39.464060847914155,-0.3725123402345742,49.6,False
21,RUSSAFA,L'EIXAMPLE,10,39.466755781439126,-0.3760029369312045,47.4,False
94,SANT MARCEL.LI,JESUS,0,39.443235077295455,-0.39255998224455196,116.4,False
94,SANT MARCEL.LI,JESUS,1,39.443235077295455,-0.38907019869008586,59.1,False
94,SANT MARCEL.LI,JESUS,2,39.445930010820426,-0.39255998224455196,47.3,False
94,SANT MARCEL.LI,JESUS,3,39.445930010820426,-0.38907019869008586,81.9,False
13,EL CARME,CIUTAT VELLA,0,39.47683403438336,-0.3824451250742208,134.9,False
13,EL CARME,CIUTAT VELLA,1,39.47683403438336,-0.3789536325953804,60.0,False
13,EL CARME,CIUTAT VELLA,2,39.47952896790833,-0.3824451250742208,64.8,False
13,EL CARME,CIUTAT VELLA,3,39.47952896790833,-0.3789536325953804,17.3,False
13,EL CARME,CIUTAT VELLA,4,39.47952896790833,-0.37546214011654,45.8,False
31,EL BOTANIC,EXTRAMURS,0,39.47339702967649,-0.38522928329357986,33.6,False
31,EL BOTANIC,EXTRAMURS,1,39.47609196320146,-0.38872062973185595,66.0,False
31,EL BOTANIC,EXTRAMURS,2,39.47609196320146,-0.38522928329357986,41.8,False
31,EL BOTANIC,EXTRAMURS,3,39.47878689672643,-0.38522928329357986,37.3,False
114,BETERO,POBLATS MARÍTIMS,0,39.46988163687822,-0.3384944037365963,40.6,False
114,BETERO,POBLATS MARÍTIMS,1,39.46988163687822,-0.3350032661749089,13.5,False
114,BETERO,POBLATS MARÍTIMS,2,39.47257657040319,-0.3350032661749089,34.5,False
114,BETERO,POBLATS MARÍTIMS,3,39.47527150392816,-0.3350032661749089,113.0,False
125,PENYA-ROJA,CAMINS AL GRAU,0,39.4551670299278,-0.34760983007573815,85.5,False
125,PENYA-ROJA,CAMINS AL GRAU,1,39.4551670299278,-0.34411933427387675,35.3,False
125,PENYA-ROJA,CAMINS AL GRAU,2,39.45786196345277,-0.35110032587759954,32.2,False
125,PENYA-ROJA,CAMINS AL GRAU,3,39.45786196345277,-0.34760983007573815,91.8,False
125,PENYA-ROJA,CAMINS AL GRAU,4,39.45786196345277,-0.34411933427387675,68.6,False
125,PENYA-ROJA,CAMINS AL GRAU,5,39.46055689697774,-0.3580813174813223,119.5,False
125,PENYA-ROJA,CAMINS AL GRAU,6,39.46055689697774,-0.35459082167946093,54.9,False
125,PENYA-ROJA,CAMINS AL GRAU,7,39.46055689697774,-0.35110032587759954,80.5,False
125,PENYA-ROJA,CAMINS AL GRAU,8,39.46055689697774,-0.34760983007573815,95.3,False
125,PENYA-ROJA,CAMINS AL GRAU,9,39.46325183050271,-0.3580813174813223,19.1,False
125,PENYA-ROJA,CAMINS AL GRAU,10,39.46325183050271,-0.35459082167946093,26.2,False
123,LA CREU DEL GRAU,CAMINS AL GRAU,0,39.45918474469022,-0.34283019895298616,117.8,False
123,LA CREU DEL GRAU,CAMINS AL GRAU,1,39.46187967821519,-0.3498114469542164,38.7,False
123,LA CREU DEL GRAU,CAMINS AL GRAU,2,39.46187967821519,-0.3463208229536013,115.0,False
123,LA CREU DEL GRAU,CAMINS AL GRAU,3,39.46187967821519,-0.34283019895298616,70.6,False
123,LA CREU DEL GRAU,CAMINS AL GRAU,4,39.46187967821519,-0.33933957495237105,23.4,False
123,LA CREU DEL GRAU,CAMINS AL GRAU,5,39.46457461174016,-0.3498114469542164,72.8,False
133,L'AMISTAT,ALGIRÓS,0,39.47131209816155,-0.3526660262610123,34.2,False
133,L'AMISTAT,ALGIRÓS,1,39.47131209816155,-0.34917485411399685,51.2,False
133,L'AMISTAT,ALGIRÓS,2,39.47400703168652,-0.3526660262610123,30.7,False
133,L'AMISTAT,ALGIRÓS,3,39.47400703168652,-0.34917485411399685,10.1,False
72,SOTERNES,L'OLIVERETA,0,39.470525829525606,-0.4127326293270269,85.5,False
72,SOTERNES,L'OLIVERETA,1,39.470525829525606,-0.4092415433488369,39.8,False
72,SOTERNES,L'OLIVERETA,2,39.470525829525606,-0.40575045737064686,32.8,False
113,LA MALVA-ROSA,POBLATS MARÍTIMS,0,39.475905512100596,-0.3279817879216977,34.6,False
113,LA MALVA-ROSA,POBLATS MARÍTIMS,1,39.475905512100596,-0.32449026305812145,38.8,False
113,LA MALVA-ROSA,POBLATS MARÍTIMS,2,39.47860044562557,-0.3314733127852739,132.0,False
113,LA MALVA-ROSA,POBLATS MARÍTIMS,3,39.47860044562557,-0.3279817879216977,97.2,False
113,LA MALVA-ROSA,POBLATS MARÍTIMS,4,39.47860044562557,-0.32449026305812145,29.4,False
113,LA MALVA-ROSA,POBLATS MARÍTIMS,5,39.48129537915054,-0.3314733127852739,100.1,False
113,LA MALVA-ROSA,POBLATS MARÍTIMS,6,39.48129537915054,-0.3279817879216977,15.8,False
113,LA MALVA-ROSA,POBLATS MARÍTIMS,7,39.48129537915054,-0.32449026305812145,27.3,False
113,LA MALVA-ROSA,POBLATS MARÍTIMS,8,39.48399031267551,-0.3314733127852739,107.9,False
113,LA MALVA-ROSA,POBLATS MARÍTIMS,9,39.48399031267551,-0.3279817879216977,26.2,False
51,MARXALENES,LA SAÏDIA,0,39.4833191284255,-0.3807412638574078,27.8,False
51,MARXALENES,LA SAÏDIA,1,39.48601406195047,-0.38423310404439986,68.2,False
51,MARXALENES,LA SAÏDIA,2,39.48601406195047,-0.3807412638574078,36.3,False
51,MARXALENES,LA SAÏDIA,3,39.48870899547544,-0.3877249442313919,44.5,False
43,EL CALVARI,CAMPANAR,0,39.48688659619075,-0.3916884734946436,73.8,False
43,EL CALVARI,CAMPANAR,1,39.48688659619075,-0.3881965825599767,54.7,False
22,EL PLA DEL REMEI,L'EIXAMPLE,0,39.46630458424614,-0.3731703220820302,39.5,False
22,EL PLA DEL REMEI,L'EIXAMPLE,1,39.46899951777111,-0.3696793328743706,43.2,False
22,EL PLA DEL REMEI,L'EIXAMPLE,2,39.46899951777111,-0.366188343666711,45.4,False
22,EL PLA DEL REMEI,L'EIXAMPLE,3,39.47169445129608,-0.366188343666711,78.4,False
93,LA CREU COBERTA,JESUS,0,39.44863301383555,-0.3878677442257476,34.6,False
93,LA CREU COBERTA,JESUS,1,39.44863301383555,-0.3843776671133987,212.9,False
93,LA CREU COBERTA,JESUS,2,39.45132794736052,-0.3878677442257476,82.9,False
93,LA CREU COBERTA,JESUS,3,39.45132794736052,-0.3843776671133987,64.1,False
54,TORMOS,LA SAÏDIA,0,39.487698127105325,-0.38049357349916446,37.3,False
54,TORMOS,LA SAÏDIA,1,39.490393060630296,-0.38049357349916446,11.5,False
54,TORMOS,LA SAÏDIA,2,39.490393060630296,-0.37700156624880676,9.6,False
52,MORVEDRE,LA SAÏDIA,0,39.48085127200061,-0.37387153170173576,18.5,False
52,MORVEDRE,LA SAÏDIA,1,39.483546205525585,-0.37736327667618724,18.4,False
52,MORVEDRE,LA SAÏDIA,2,39.483546205525585,-0.37387153170173576,96.8,False
52,MORVEDRE,LA SAÏDIA,3,39.486241139050556,-0.37736327667618724,45.1,False
52,MORVEDRE,LA SAÏDIA,4,39.486241139050556,-0.37387153170173576,61.3,False
52,MORVEDRE,LA SAÏDIA,5,39.486241139050556,-0.3703797867272843,47.1,False
42,LES TENDETES,CAMPANAR,0,39.48115357625994,-0.3848780881355865,41.3,False
42,LES TENDETES,CAMPANAR,1,39.48384850978491,-0.3848780881355865,31.8,False
41,CAMPANAR,CAMPANAR,0,39.47646917671957,-0.39652522919797856,92.0,False
41,CAMPANAR,CAMPANAR,1,39.47916411024454,-0.39652522919797856,73.4,False
41,CAMPANAR,CAMPANAR,2,39.47916411024454,-0.3930336359079216,23.2,False
41,CAMPANAR,CAMPANAR,3,39.47916411024454,-0.3895420426178647,98.1,False
41,CAMPANAR,CAMPANAR,4,39.48185904376951,-0.4000168224880355,42.2,False
41,CAMPANAR,CAMPANAR,5,39.48185904376951,-0.39652522919797856,17.8,False
41,CAMPANAR,CAMPANAR,6,39.48185904376951,-0.3930336359079216,55.1,False
41,CAMPANAR,CAMPANAR,7,39.48185904376951,-0.3895420426178647,29.9,False
41,CAMPANAR,CAMPANAR,8,39.48455397729448,-0.39652522919797856,86.7,False
41,CAMPANAR,CAMPANAR,9,39.48455397729448,-0.3930336359079216,121.3,False
41,CAMPANAR,CAMPANAR,10,39.48455397729448,-0.3895420426178647,101.7,False
92,L'HORT DE SENABRE,JESUS,0,39.44888513071332,-0.394398004737193,121.5,False
92,L'HORT DE SENABRE,JESUS,1,39.44888513071332,-0.39090789372153106,49.1,False
92,L'HORT DE SENABRE,JESUS,2,39.45158006423829,-0.39090789372153106,45.9,False
92,L'HORT DE SENABRE,JESUS,3,39.454274997763264,-0.39090789372153106,36.1,False
92,L'HORT DE SENABRE,JESUS,4,39.454274997763264,-0.38741778270586913,119.4,False
162,CIUTAT FALLERA,BENICALAP,0,39.4967656919437,-0.3962434456857185,95.6,False
162,CIUTAT FALLERA,BENICALAP,1,39.49946062546867,-0.39973597239953285,157.8,False
162,CIUTAT FALLERA,BENICALAP,2,39.49946062546867,-0.3962434456857185,128.0,False
162,CIUTAT FALLERA,BENICALAP,3,39.49946062546867,-0.3927509189719042,44.3,False
162,CIUTAT FALLERA,BENICALAP,4,39.50215555899364,-0.3927509189719042,153.0,False
161,BENICALAP,BENICALAP,0,39.4859297334685,-0.39377064490760016,58.1,False
161,BENICALAP,BENICALAP,1,39.48862466699347,-0.3972628384405557,107.7,False
161,BENICALAP,BENICALAP,2,39.48862466699347,-0.39377064490760016,11.5,False
161,BENICALAP,BENICALAP,3,39.48862466699347,-0.3902784513746446,45.1,False
161,BENICALAP,BENICALAP,4,39.491319600518445,-0.3972628384405557,71.9,False
161,BENICALAP,BENICALAP,5,39.491319600518445,-0.39377064490760016,80.6,False
161,BENICALAP,BENICALAP,6,39.491319600518445,-0.3902784513746446,58.9,False
161,BENICALAP,BENICALAP,7,39.491319600518445,-0.3867862578416891,99.4,False
161,BENICALAP,BENICALAP,8,39.491319600518445,-0.38329406430873353,73.5,False
161,BENICALAP,BENICALAP,9,39.494014534043416,-0.40075503197351126,86.6,False
161,BENICALAP,BENICALAP,10,39.494014534043416,-0.3972628384405557,67.1,False
161,BENICALAP,BENICALAP,11,39.494014534043416,-0.39377064490760016,60.0,False
161,BENICALAP,BENICALAP,12,39.494014534043416,-0.3902784513746446,37.0,False
161,BENICALAP,BENICALAP,13,39.494014534043416,-0.3867862578416891,18.5,False
161,BENICALAP,BENICALAP,14,39.494014534043416,-0.38329406430873353,67.1,False
161,BENICALAP,BENICALAP,15,39.49670946756839,-0.39377064490760016,46.7,False
161,BENICALAP,BENICALAP,16,39.49670946756839,-0.3902784513746446,24.1,False
161,BENICALAP,BENICALAP,17,39.49670946756839,-0.3867862578416891,161.5,False
161,BENICALAP,BENICALAP,18,39.49670946756839,-0.38329406430873353,70.0,False
161,BENICALAP,BENICALAP,19,39.49940440109336,-0.3902784513746446,23.7,False
115,NATZARET,POBLATS MARÍTIMS,0,39.43899211201075,-0.33488592983984516,523.7,True
115,NATZARET,POBLATS MARÍTIMS,1,39.44168704553572,-0.33488592983984516,240.7,False
115,NATZARET,POBLATS MARÍTIMS,2,39.444381979060694,-0.33488592983984516,145.6,False
115,NATZARET,POBLATS MARÍTIMS,3,39.444381979060694,-0.3313960801564594,204.3,False
115,NATZARET,POBLATS MARÍTIMS,4,39.447076912585665,-0.33488592983984516,26.0,False
115,NATZARET,POBLATS MARÍTIMS,5,39.447076912585665,-0.3313960801564594,67.6,False
115,NATZARET,POBLATS MARÍTIMS,6,39.447076912585665,-0.32790623047307366,248.3,False
115,NATZARET,POBLATS MARÍTIMS,7,39.449771846110636,-0.33488592983984516,10.4,False
115,NATZARET,POBLATS MARÍTIMS,8,39.449771846110636,-0.3313960801564594,39.4,False
115,NATZARET,POBLATS MARÍTIMS,9,39.45246677963561,-0.33488592983984516,61.0,False
115,NATZARET,POBLATS MARÍTIMS,10,39.45246677963561,-0.3313960801564594,138.5,False
44,SANT PAU,CAMPANAR,0,39.47485787409346,-0.407346006106889,222.2,False
44,SANT PAU,CAMPANAR,1,39.47485787409346,-0.40385413081857807,122.0,False
44,SANT PAU,CAMPANAR,2,39.47485787409346,-0.40036225553026716,92.9,False
44,SANT PAU,CAMPANAR,3,39.47755280761843,-0.4108378813951999,422.4,True
44,SANT PAU,CAMPANAR,4,39.47755280761843,-0.407346006106889,151.8,False
44,SANT PAU,CAMPANAR,5,39.47755280761843,-0.40385413081857807,70.9,False
44,SANT PAU,CAMPANAR,6,39.47755280761843,-0.40036225553026716,14.2,False
44,SANT PAU,CAMPANAR,7,39.4802477411434,-0.4108378813951999,257.1,True
44,SANT PAU,CAMPANAR,8,39.4802477411434,-0.407346006106889,94.3,False
44,SANT PAU,CAMPANAR,9,39.4802477411434,-0.40385413081857807,30.9,False
44,SANT PAU,CAMPANAR,10,39.4802477411434,-0.40036225553026716,53.7,False
44,SANT PAU,CAMPANAR,11,39.48294267466837,-0.4143297566835108,577.2,True
44,SANT PAU,CAMPANAR,12,39.48294267466837,-0.4108378813951999,316.0,True
44,SANT PAU,CAMPANAR,13,39.48294267466837,-0.407346006106889,206.1,False
44,SANT PAU,CAMPANAR,14,39.48294267466837,-0.40385413081857807,62.4,False
44,SANT PAU,CAMPANAR,15,39.48563760819334,-0.4213135072601326,983.7,True
44,SANT PAU,CAMPANAR,16,39.48563760819334,-0.4178216319718217,948.0,True
44,SANT PAU,CAMPANAR,17,39.48563760819334,-0.4143297566835108,739.3,True
44,SANT PAU,CAMPANAR,18,39.48563760819334,-0.4108378813951999,525.9,True
44,SANT PAU,CAMPANAR,19,39.48563760819334,-0.407346006106889,230.4,False
44,SANT PAU,CAMPANAR,20,39.48563760819334,-0.40385413081857807,56.4,False
44,SANT PAU,CAMPANAR,21,39.48563760819334,-0.40036225553026716,16.3,False
44,SANT PAU,CAMPANAR,22,39.48563760819334,-0.39687038024195626,1.0,False
44,SANT PAU,CAMPANAR,23,39.488332541718314,-0.4248053825484435,859.3,True
44,SANT PAU,CAMPANAR,24,39.488332541718314,-0.4213135072601326,699.8,True
44,SANT PAU,CAMPANAR,25,39.488332541718314,-0.4178216319718217,648.6,True
44,SANT PAU,CAMPANAR,26,39.488332541718314,-0.4143297566835108,728.8,True
44,SANT PAU,CAMPANAR,27,39.488332541718314,-0.4108378813951999,448.5,True
44,SANT PAU,CAMPANAR,28,39.488332541718314,-0.407346006106889,190.1,False
44,SANT PAU,CAMPANAR,29,39.488332541718314,-0.40385413081857807,122.1,False
44,SANT PAU,CAMPANAR,30,39.488332541718314,-0.40036225553026716,40.2,False
44,SANT PAU,CAMPANAR,31,39.491027475243285,-0.4213135072601326,437.4,True
44,SANT PAU,CAMPANAR,32,39.491027475243285,-0.4178216319718217,349.7,True
44,SANT PAU,CAMPANAR,33,39.491027475243285,-0.4143297566835108,482.5,True
44,SANT PAU,CAMPANAR,34,39.491027475243285,-0.4108378813951999,427.1,True
44,SANT PAU,CAMPANAR,35,39.491027475243285,-0.407346006106889,161.4,False
44,SANT PAU,CAMPANAR,36,39.491027475243285,-0.40385413081857807,85.1,False
44,SANT PAU,CAMPANAR,37,39.491027475243285,-0.40036225553026716,105.6,False
44,SANT PAU,CAMPANAR,38,39.49372240876826,-0.4248053825484435,561.2,True
44,SANT PAU,CAMPANAR,39,39.49372240876826,-0.4213135072601326,269.4,True
44,SANT PAU,CAMPANAR,40,39.49372240876826,-0.4178216319718217,59.4,False
44,SANT PAU,CAMPANAR,41,39.49372240876826,-0.4143297566835108,337.7,True
44,SANT PAU,CAMPANAR,42,39.49372240876826,-0.4108378813951999,384.3,True
44,SANT PAU,CAMPANAR,43,39.49372240876826,-0.40385413081857807,85.6,False
44,SANT PAU,CAMPANAR,44,39.49641734229323,-0.4248053825484435,302.2,True
44,SANT PAU,CAMPANAR,45,39.49641734229323,-0.4213135072601326,154.5,False
44,SANT PAU,CAMPANAR,46,39.49641734229323,-0.4178216319718217,148.6,False
44,SANT PAU,CAMPANAR,47,39.49641734229323,-0.4143297566835108,390.8,True
121,AIORA,CAMINS AL GRAU,0,39.46310943420492,-0.342493195211149,43.0,False
121,AIORA,CAMINS AL GRAU,1,39.46310943420492,-0.33900237068698824,23.0,False
121,AIORA,CAMINS AL GRAU,2,39.46580436772989,-0.34947484425947056,74.2,False
121,AIORA,CAMINS AL GRAU,3,39.46580436772989,-0.3459840197353098,64.1,False
121,AIORA,CAMINS AL GRAU,4,39.46580436772989,-0.342493195211149,31.6,False
121,AIORA,CAMINS AL GRAU,5,39.46580436772989,-0.33900237068698824,39.6,False
121,AIORA,CAMINS AL GRAU,6,39.46580436772989,-0.33551154616282747,13.3,False
121,AIORA,CAMINS AL GRAU,7,39.46849930125486,-0.34947484425947056,66.2,False
121,AIORA,CAMINS AL GRAU,8,39.46849930125486,-0.3459840197353098,50.5,False
153,SANT LLORENS,RASCANYA,0,39.48817960409364,-0.3640375950936212,53.2,False
153,SANT LLORENS,RASCANYA,1,39.49087453761861,-0.3675299569150524,52.0,False
