codbar,neighborhood,district,grid_point,lat,lon,nearest_bike_parking_m,is_underserved
106,LA PUNTA,QUATRE CARRERES,35,39.44116390281191,-0.35796010113689475,828.5,True
106,LA PUNTA,QUATRE CARRERES,36,39.44116390281191,-0.3544704926794567,922.1,True
106,LA PUNTA,QUATRE CARRERES,37,39.44116390281191,-0.3509808842220186,632.5,True
106,LA PUNTA,QUATRE CARRERES,38,39.44116390281191,-0.34749127576458055,359.9,True
106,LA PUNTA,QUATRE CARRERES,39,39.44116390281191,-0.3440016673071425,196.2,False
106,LA PUNTA,QUATRE CARRERES,40,39.44116390281191,-0.3405120588497044,356.5,True
106,LA PUNTA,QUATRE CARRERES,41,39.44116390281191,-0.33702245039226636,402.4,True
106,LA PUNTA,QUATRE CARRERES,42,39.44385883633688,-0.3649393180517709,246.4,False
106,LA PUNTA,QUATRE CARRERES,43,39.44385883633688,-0.3614497095943328,529.4,True
106,LA PUNTA,QUATRE CARRERES,44,39.44385883633688,-0.35796010113689475,695.0,True
106,LA PUNTA,QUATRE CARRERES,45,39.44385883633688,-0.3544704926794567,847.6,True
106,LA PUNTA,QUATRE CARRERES,46,39.44385883633688,-0.3509808842220186,610.2,True
106,LA PUNTA,QUATRE CARRERES,47,39.44385883633688,-0.34749127576458055,318.9,True
106,LA PUNTA,QUATRE CARRERES,48,39.44385883633688,-0.3440016673071425,103.5,False
106,LA PUNTA,QUATRE CARRERES,49,39.44385883633688,-0.3405120588497044,315.1,True
106,LA PUNTA,QUATRE CARRERES,50,39.44385883633688,-0.33702245039226636,279.1,True
106,LA PUNTA,QUATRE CARRERES,51,39.44655376986185,-0.3614497095943328,316.6,True
106,LA PUNTA,QUATRE CARRERES,52,39.44655376986185,-0.35796010113689475,428.0,True
106,LA PUNTA,QUATRE CARRERES,53,39.44655376986185,-0.3544704926794567,644.3,True
106,LA PUNTA,QUATRE CARRERES,54,39.44655376986185,-0.3509808842220186,693.3,True
106,LA PUNTA,QUATRE CARRERES,55,39.44655376986185,-0.34749127576458055,503.5,True
106,LA PUNTA,QUATRE CARRERES,56,39.44655376986185,-0.3440016673071425,403.1,True
106,LA PUNTA,QUATRE CARRERES,57,39.44655376986185,-0.3405120588497044,389.9,True
106,LA PUNTA,QUATRE CARRERES,58,39.44655376986185,-0.33702245039226636,97.9,False
106,LA PUNTA,QUATRE CARRERES,59,39.44924870338682,-0.35796010113689475,232.9,False
106,LA PUNTA,QUATRE CARRERES,60,39.44924870338682,-0.3544704926794567,450.9,True
106,LA PUNTA,QUATRE CARRERES,61,39.44924870338682,-0.3509808842220186,421.4,True
106,LA PUNTA,QUATRE CARRERES,62,39.44924870338682,-0.34749127576458055,324.0,True
106,LA PUNTA,QUATRE CARRERES,63,39.44924870338682,-0.3440016673071425,261.4,True
106,LA PUNTA,QUATRE CARRERES,64,39.44924870338682,-0.3405120588497044,235.8,False
106,LA PUNTA,QUATRE CARRERES,65,39.44924870338682,-0.33702245039226636,173.6,False
106,LA PUNTA,QUATRE CARRERES,66,39.45194363691179,-0.3544704926794567,235.4,False
106,LA PUNTA,QUATRE CARRERES,67,39.45194363691179,-0.3509808842220186,151.6,False
106,LA PUNTA,QUATRE CARRERES,68,39.45194363691179,-0.34749127576458055,33.6,False
106,LA PUNTA,QUATRE CARRERES,69,39.45194363691179,-0.3440016673071425,50.0,False
106,LA PUNTA,QUATRE CARRERES,70,39.45194363691179,-0.3405120588497044,198.5,False
106,LA PUNTA,QUATRE CARRERES,71,39.45194363691179,-0.33702245039226636,82.8,False
135,LA CARRASCA,ALGIRÓS,0,39.47242196907235,-0.3389590680536076,40.8,False
135,LA CARRASCA,ALGIRÓS,1,39.47511690259732,-0.34245062648563057,107.2,False
135,LA CARRASCA,ALGIRÓS,2,39.47511690259732,-0.3389590680536076,108.0,False
135,LA CARRASCA,ALGIRÓS,3,39.47781183612229,-0.34594218491765355,64.3,False
135,LA CARRASCA,ALGIRÓS,4,39.47781183612229,-0.34245062648563057,22.7,False
135,LA CARRASCA,ALGIRÓS,5,39.47781183612229,-0.3389590680536076,175.0,False
135,LA CARRASCA,ALGIRÓS,6,39.47781183612229,-0.3354675096215846,152.2,False
135,LA CARRASCA,ALGIRÓS,7,39.48050676964726,-0.34943374334967653,129.4,False
135,LA CARRASCA,ALGIRÓS,8,39.48050676964726,-0.34594218491765355,187.3,False
135,LA CARRASCA,ALGIRÓS,9,39.48050676964726,-0.34245062648563057,140.1,False
135,LA CARRASCA,ALGIRÓS,10,39.48050676964726,-0.3389590680536076,192.8,False
135,LA CARRASCA,ALGIRÓS,11,39.48050676964726,-0.3354675096215846,168.0,False
135,LA CARRASCA,ALGIRÓS,12,39.483201703172234,-0.34594218491765355,307.8,True
135,LA CARRASCA,ALGIRÓS,13,39.483201703172234,-0.34245062648563057,175.6,False
135,LA CARRASCA,ALGIRÓS,14,39.483201703172234,-0.3389590680536076,115.2,False
135,LA CARRASCA,ALGIRÓS,15,39.483201703172234,-0.3354675096215846,198.3,False
135,LA CARRASCA,ALGIRÓS,16,39.485896636697206,-0.34245062648563057,400.9,True
135,LA CARRASCA,ALGIRÓS,17,39.485896636697206,-0.3389590680536076,391.4,True
135,LA CARRASCA,ALGIRÓS,18,39.485896636697206,-0.3354675096215846,479.6,True
132,CIUTAT JARDI,ALGIRÓS,0,39.46987814587532,-0.3476483144312327,35.7,False
132,CIUTAT JARDI,ALGIRÓS,1,39.46987814587532,-0.34415717635845994,42.4,False
132,CIUTAT JARDI,ALGIRÓS,2,39.47257307940029,-0.3476483144312327,35.9,False
132,CIUTAT JARDI,ALGIRÓS,3,39.47257307940029,-0.34415717635845994,33.2,False
132,CIUTAT JARDI,ALGIRÓS,4,39.47257307940029,-0.3406660382856872,80.1,False
75,LA LLUM,L'OLIVERETA,0,39.4672640454162,-0.41291992233457037,21.6,False
12,LA XEREA,CIUTAT VELLA,0,39.47282558917423,-0.3738083150812603,51.2,False
12,LA XEREA,CIUTAT VELLA,1,39.47282558917423,-0.3703170685955688,17.7,False
12,LA XEREA,CIUTAT VELLA,2,39.47282558917423,-0.3668258221098773,56.5,False
12,LA XEREA,CIUTAT VELLA,3,39.4755205226992,-0.3703170685955688,43.9,False
101,MONT-OLIVET,QUATRE CARRERES,0,39.45662617877373,-0.3674990514889827,35.4,False
101,MONT-OLIVET,QUATRE CARRERES,1,39.45662617877373,-0.36400854556878204,27.4,False
101,MONT-OLIVET,QUATRE CARRERES,2,39.4593211122987,-0.3674990514889827,5.6,False
101,MONT-OLIVET,QUATRE CARRERES,3,39.4593211122987,-0.36400854556878204,51.4,False
101,MONT-OLIVET,QUATRE CARRERES,4,39.4593211122987,-0.36051803964858137,41.0,False
101,MONT-OLIVET,QUATRE CARRERES,5,39.462016045823674,-0.36051803964858137,19.5,False
84,SAFRANAR,PATRAIX,0,39.45593148431096,-0.3971163976541071,117.0,False
84,SAFRANAR,PATRAIX,1,39.45862641783593,-0.40060685572038307,93.3,False
84,SAFRANAR,PATRAIX,2,39.45862641783593,-0.3971163976541071,70.5,False
84,SAFRANAR,PATRAIX,3,39.45862641783593,-0.39362593958783115,90.5,False
84,SAFRANAR,PATRAIX,4,39.4613213513609,-0.3971163976541071,88.5,False
63,JAUME ROIG,EL PLA DEL REAL,0,39.48035900663798,-0.3646847311106752,71.5,False
63,JAUME ROIG,EL PLA DEL REAL,1,39.48035900663798,-0.36119310316213954,35.6,False
64,CIUTAT UNIVERSITARIA,EL PLA DEL REAL,0,39.47719826338587,-0.3564051996983695,23.0,False
64,CIUTAT UNIVERSITARIA,EL PLA DEL REAL,1,39.479893196910844,-0.3633881350145507,42.9,False
64,CIUTAT UNIVERSITARIA,EL PLA DEL REAL,2,39.479893196910844,-0.3598966673564601,92.6,False
34,ARRANCAPINS,EXTRAMURS,0,39.45867098086421,-0.38281803608147225,120.4,False
34,ARRANCAPINS,EXTRAMURS,1,39.461365914389184,-0.38281803608147225,11.9,False
34,ARRANCAPINS,EXTRAMURS,2,39.461365914389184,-0.37932729352787153,65.2,False
34,ARRANCAPINS,EXTRAMURS,3,39.464060847914155,-0.38630877863507296,65.1,False
34,ARRANCAPINS,EXTRAMURS,4,39.464060847914155,-0.38281803608147225,54.2,False
34,ARRANCAPINS,EXTRAMURS,5,39.466755781439126,-0.38979952118867367,30.4,False
34,ARRANCAPINS,EXTRAMURS,6,39.466755781439126,-0.38630877863507296,7.7,False
34,ARRANCAPINS,EXTRAMURS,7,39.466755781439126,-0.38281803608147225,58.5,False
34,ARRANCAPINS,EXTRAMURS,8,39.4694507149641,-0.38979952118867367,34.6,False
34,ARRANCAPINS,EXTRAMURS,9,39.4694507149641,-0.38630877863507296,37.6,False
107,CIUTAT DE LES ARTS I DE LES CIENCIES,QUATRE CARRERES,0,39.44844077009492,-0.3661177064375878,103.8,False
107,CIUTAT DE LES ARTS I DE LES CIENCIES,QUATRE CARRERES,1,39.45113570361989,-0.3626274781104473,132.3,False
107,CIUTAT DE LES ARTS I DE LES CIENCIES,QUATRE CARRERES,2,39.45113570361989,-0.35913724978330686,2.4,False
107,CIUTAT DE LES ARTS I DE LES CIENCIES,QUATRE CARRERES,3,39.45383063714486,-0.35913724978330686,32.0,False
107,CIUTAT DE LES ARTS I DE LES CIENCIES,QUATRE CARRERES,4,39.45383063714486,-0.3556470214561664,31.9,False
107,CIUTAT DE LES ARTS I DE LES CIENCIES,QUATRE CARRERES,5,39.45383063714486,-0.3521567931290259,48.3,False
107,CIUTAT DE LES ARTS I DE LES CIENCIES,QUATRE CARRERES,6,39.45383063714486,-0.34866656480188546,137.6,False
107,CIUTAT DE LES ARTS I DE LES CIENCIES,QUATRE CARRERES,7,39.45652557066983,-0.35913724978330686,93.3,False
107,CIUTAT DE LES ARTS I DE LES CIENCIES,QUATRE CARRERES,8,39.45652557066983,-0.3556470214561664,15.9,False
107,CIUTAT DE LES ARTS I DE LES CIENCIES,QUATRE CARRERES,9,39.45652557066983,-0.3521567931290259,76.6,False
107,CIUTAT DE LES ARTS I DE LES CIENCIES,QUATRE CARRERES,10,39.4592205041948,-0.3556470214561664,148.1,False
103,MALILLA,QUATRE CARRERES,0,39.43686650631359,-0.38192037954183417,670.6,True
103,MALILLA,QUATRE CARRERES,1,39.43686650631359,-0.37843060693178826,499.0,True
103,MALILLA,QUATRE CARRERES,2,39.43686650631359,-0.37494083432174236,477.4,True
103,MALILLA,QUATRE CARRERES,3,39.43686650631359,-0.37145106171169645,619.2,True
103,MALILLA,QUATRE CARRERES,4,39.43956143983856,-0.38541015215188007,452.7,True
103,MALILLA,QUATRE CARRERES,5,39.43956143983856,-0.38192037954183417,555.9,True
103,MALILLA,QUATRE CARRERES,6,39.43956143983856,-0.37843060693178826,374.1,True
103,MALILLA,QUATRE CARRERES,7,39.43956143983856,-0.37494083432174236,388.0,True
103,MALILLA,QUATRE CARRERES,8,39.43956143983856,-0.37145106171169645,488.3,True
103,MALILLA,QUATRE CARRERES,9,39.442256373363534,-0.38192037954183417,434.8,True
103,MALILLA,QUATRE CARRERES,10,39.442256373363534,-0.37843060693178826,141.4,False
103,MALILLA,QUATRE CARRERES,11,39.442256373363534,-0.37494083432174236,174.9,False
103,MALILLA,QUATRE CARRERES,12,39.442256373363534,-0.37145106171169645,292.6,True
103,MALILLA,QUATRE CARRERES,13,39.444951306888505,-0.38192037954183417,174.7,False
103,MALILLA,QUATRE CARRERES,14,39.444951306888505,-0.37843060693178826,119.3,False
103,MALILLA,QUATRE CARRERES,15,39.444951306888505,-0.37494083432174236,72.2,False
103,MALILLA,QUATRE CARRERES,16,39.444951306888505,-0.37145106171169645,190.5,False
103,MALILLA,QUATRE CARRERES,17,39.44764624041348,-0.38192037954183417,70.5,False
103,MALILLA,QUATRE CARRERES,18,39.44764624041348,-0.37843060693178826,72.4,False
103,MALILLA,QUATRE CARRERES,19,39.44764624041348,-0.37494083432174236,71.3,False
103,MALILLA,QUATRE CARRERES,20,39.44764624041348,-0.37145106171169645,32.7,False
103,MALILLA,QUATRE CARRERES,21,39.45034117393845,-0.38192037954183417,63.7,False
103,MALILLA,QUATRE CARRERES,22,39.45034117393845,-0.37843060693178826,28.9,False
103,MALILLA,QUATRE CARRERES,23,39.45034117393845,-0.37494083432174236,20.2,False
103,MALILLA,QUATRE CARRERES,24,39.45034117393845,-0.37145106171169645,7.2,False
103,MALILLA,QUATRE CARRERES,25,39.45303610746342,-0.37843060693178826,21.6,False
103,MALILLA,QUATRE CARRERES,26,39.45303610746342,-0.37494083432174236,18.3,False
103,MALILLA,QUATRE CARRERES,27,39.45573104098839,-0.37843060693178826,95.3,False
111,EL GRAU,POBLATS MARÍTIMS,0,39.4241320157938,-0.31523159178786503,1650.3,True
111,EL GRAU,POBLATS MARÍTIMS,1,39.42682694931877,-0.332680204859011,551.5,True
111,EL GRAU,POBLATS MARÍTIMS,2,39.42682694931877,-0.3257007596305526,908.3,True
111,EL GRAU,POBLATS MARÍTIMS,3,39.42682694931877,-0.3222110370163234,1164.1,True
111,EL GRAU,POBLATS MARÍTIMS,4,39.42682694931877,-0.3187213144020942,1436.9,True
111,EL GRAU,POBLATS MARÍTIMS,5,39.42682694931877,-0.31523159178786503,1718.8,True
111,EL GRAU,POBLATS MARÍTIMS,6,39.42682694931877,-0.31174186917363583,2005.8,True
111,EL GRAU,POBLATS MARÍTIMS,7,39.429521882843744,-0.332680204859011,837.7,True
111,EL GRAU,POBLATS MARÍTIMS,8,39.429521882843744,-0.3291904822447818,940.7,True
111,EL GRAU,POBLATS MARÍTIMS,9,39.429521882843744,-0.3257007596305526,1111.4,True
111,EL GRAU,POBLATS MARÍTIMS,10,39.429521882843744,-0.3222110370163234,1328.6,True
111,EL GRAU,POBLATS MARÍTIMS,11,39.429521882843744,-0.3187213144020942,1573.2,True
111,EL GRAU,POBLATS MARÍTIMS,12,39.429521882843744,-0.31523159178786503,1834.2,True
111,EL GRAU,POBLATS MARÍTIMS,13,39.429521882843744,-0.31174186917363583,2105.6,True
111,EL GRAU,POBLATS MARÍTIMS,14,39.432216816368715,-0.3361699274732402,973.8,True
111,EL GRAU,POBLATS MARÍTIMS,15,39.432216816368715,-0.332680204859011,1128.1,True
111,EL GRAU,POBLATS MARÍTIMS,16,39.432216816368715,-0.3291904822447818,1214.4,True
111,EL GRAU,POBLATS MARÍTIMS,17,39.432216816368715,-0.3257007596305526,1351.0,True
111,EL GRAU,POBLATS MARÍTIMS,18,39.432216816368715,-0.3222110370163234,1534.6,True
111,EL GRAU,POBLATS MARÍTIMS,19,39.432216816368715,-0.31174186917363583,2241.2,True
111,EL GRAU,POBLATS MARÍTIMS,20,39.434911749893686,-0.3361699274732402,990.6,True
111,EL GRAU,POBLATS MARÍTIMS,21,39.434911749893686,-0.332680204859011,967.3,True
111,EL GRAU,POBLATS MARÍTIMS,22,39.43760668341866,-0.332680204859011,668.9,True
111,EL GRAU,POBLATS MARÍTIMS,23,39.44030161694363,-0.332680204859011,372.5,True
111,EL GRAU,POBLATS MARÍTIMS,24,39.44030161694363,-0.3291904822447818,522.3,True
111,EL GRAU,POBLATS MARÍTIMS,25,39.44030161694363,-0.3257007596305526,765.8,True
111,EL GRAU,POBLATS MARÍTIMS,26,39.44030161694363,-0.3222110370163234,1021.8,True
111,EL GRAU,POBLATS MARÍTIMS,27,39.4429965504686,-0.3291904822447818,379.2,True
111,EL GRAU,POBLATS MARÍTIMS,28,39.4429965504686,-0.3222110370163234,841.2,True
111,EL GRAU,POBLATS MARÍTIMS,29,39.4429965504686,-0.31174186917363583,1683.8,True
111,EL GRAU,POBLATS MARÍTIMS,30,39.44569148399357,-0.3257007596305526,448.2,True
111,EL GRAU,POBLATS MARÍTIMS,31,39.44838641751854,-0.3257007596305526,471.4,True
111,EL GRAU,POBLATS MARÍTIMS,32,39.44838641751854,-0.31523159178786503,1346.2,True
111,EL GRAU,POBLATS MARÍTIMS,33,39.44838641751854,-0.30476242394517744,2113.6,True
111,EL GRAU,POBLATS MARÍTIMS,34,39.45108135104351,-0.3291904822447818,273.9,True
111,EL GRAU,POBLATS MARÍTIMS,35,39.45108135104351,-0.3257007596305526,540.8,True
111,EL GRAU,POBLATS MARÍTIMS,36,39.45108135104351,-0.31523159178786503,1377.4,True
111,EL GRAU,POBLATS MARÍTIMS,37,39.45108135104351,-0.31174186917363583,1512.7,True
111,EL GRAU,POBLATS MARÍTIMS,38,39.453776284568484,-0.3291904822447818,331.7,True
111,EL GRAU,POBLATS MARÍTIMS,39,39.453776284568484,-0.3257007596305526,502.1,True
111,EL GRAU,POBLATS MARÍTIMS,40,39.453776284568484,-0.3187213144020942,1000.4,True
111,EL GRAU,POBLATS MARÍTIMS,41,39.453776284568484,-0.31523159178786503,1103.9,True
111,EL GRAU,POBLATS MARÍTIMS,42,39.456471218093455,-0.3396596500874694,184.1,False
111,EL GRAU,POBLATS MARÍTIMS,43,39.456471218093455,-0.3361699274732402,221.0,False
111,EL GRAU,POBLATS MARÍTIMS,44,39.456471218093455,-0.332680204859011,187.2,False
111,EL GRAU,POBLATS MARÍTIMS,45,39.456471218093455,-0.3291904822447818,89.6,False
111,EL GRAU,POBLATS MARÍTIMS,46,39.456471218093455,-0.3187213144020942,712.6,True
111,EL GRAU,POBLATS MARÍTIMS,47,39.459166151618426,-0.3396596500874694,38.2,False
111,EL GRAU,POBLATS MARÍTIMS,48,39.459166151618426,-0.3361699274732402,34.1,False
111,EL GRAU,POBLATS MARÍTIMS,49,39.459166151618426,-0.332680204859011,75.8,False
111,EL GRAU,POBLATS MARÍTIMS,50,39.459166151618426,-0.3222110370163234,338.1,True
111,EL GRAU,POBLATS MARÍTIMS,51,39.459166151618426,-0.3187213144020942,433.9,True
111,EL GRAU,POBLATS MARÍTIMS,52,39.4618610851434,-0.3361699274732402,24.3,False
111,EL GRAU,POBLATS MARÍTIMS,53,39.4618610851434,-0.332680204859011,29.2,False
111,EL GRAU,POBLATS MARÍTIMS,54,39.4618610851434,-0.3291904822447818,50.4,False
111,EL GRAU,POBLATS MARÍTIMS,55,39.4618610851434,-0.3257007596305526,73.3,False
111,EL GRAU,POBLATS MARÍTIMS,56,39.4618610851434,-0.3222110370163234,61.0,False
142,CAMI DE VERA,BENIMACLET,0,39.48290160749022,-0.35153084033212956,134.4,False
142,CAMI DE VERA,BENIMACLET,1,39.48559654101519,-0.35153084033212956,215.0,False
142,CAMI DE VERA,BENIMACLET,2,39.48559654101519,-0.3480389298467866,511.5,True
142,CAMI DE VERA,BENIMACLET,3,39.48829147454016,-0.35502275081747253,90.6,False
142,CAMI DE VERA,BENIMACLET,4,39.48829147454016,-0.35153084033212956,288.5,True
142,CAMI DE VERA,BENIMACLET,5,39.48829147454016,-0.3480389298467866,581.2,True
142,CAMI DE VERA,BENIMACLET,6,39.49098640806513,-0.3585146613028155,106.9,False
142,CAMI DE VERA,BENIMACLET,7,39.49098640806513,-0.35502275081747253,118.2,False
74,LA FONTSANTA,L'OLIVERETA,0,39.46447341962797,-0.4111849478069112,115.4,False
74,LA FONTSANTA,L'OLIVERETA,1,39.46447341962797,-0.4076940979093397,58.6,False
74,LA FONTSANTA,L'OLIVERETA,2,39.46716835315294,-0.4076940979093397,19.2,False
74,LA FONTSANTA,L'OLIVERETA,3,39.46986328667791,-0.4076940979093397,89.9,False
